ID,time0sec
ATPS4m,0.102967129018452
IDP_h,0.053047723482464
PPAm,0
THD1m,0
ADK1,0.170731056766206
GLTS_h,0.391840496586644
GALh,0.398310738439735
FACOAL181,0.0260300751330181
ACS,0.0434037321665637
CTPS1,0.000814418143132052
ASPTA,0
ASPATh,-0.0322354196044898
OAAAKGtm,0.0123701803231597
ASPTAm,0
FACOAL160,0.00894617516602658
SERDC_m,0.0124397473990468
SAL_m,-0.0333265250991417
ALATA_L,-0.00695027566825956
GLYK,0.0118142244262523
MDHm,0.00566861937454632
AKGMALtm,0.00566861937454632
MALOAAtm,0
ME1m,0
PGI,-0.0103978009611865
PGI_h,-0.0310667255652106
AMPDA,0
FACOAL180_1,0.0015641325097572
TRDR,0.000364478565763075
FTHFD,0
FTHFLi,0
ASNS1,0
ACITL,0
AKGCITtm,0
CITtam,0
OAACITtm,0
CSm,0.018038799697728
G3PD1,0.0440282585117302
TPIh,-2.49685128555006
RNDR2,8.88750382594365e-05
PGMT,0
PGM_h,-0.0310667255652106
PCm,0
AKGICITtm,0
CITtcm,0
MALICITtm,0
OAAICITtm,0
METAT,0.02123112830066
GHMT2rm,-0.0083671813096089
PEPC_m,0
PYK,0
AGPOP,0
PYK3,0
PEPC_h,0.0432879940650299
PPDK_h,0
PYKm,0.398063482163178
PPCKm,0
SAT,0
RNDR1,9.33642446221009e-05
r0280,0
DHFR2i,0
DHFR,9.33642446221009e-05
AGTim,0
MALSp,0
FACOAL1821,0.0003061641935719
PDHe3hr,0.893615831522766
GCC2cm,0
PYDXK,0
PYDXPP,0
PRPPS,0
GMPS,0.000721053898509951
GMPS2,0
IMPD,0.000721053898509951
PDHam1hi,0.893615831522741
PDHam1mi,0
THRD_Lm,0.00290063691286985
ALCD2y,0
THRA_m,0
SUAT_h,0.00906601824444965
RNDR3,0.000182239282881537
DOLPMT,0
TMDS,9.33642446625527e-05
DTMPK,9.33642446221009e-05
URIDK2r,0
CCP2_m,0
CYSS_1,0
AHCi,0.0212311283006557
GAPD,0
GAPDH_nadp_hi,6.16578232129257
PGKh,-6.16578232129257
GAPDHm,-0.0407435830347822
ENO_h,-0.612328524435952
ENOm,0.398063482163138
G6PDH2r,0
DMORh,0.00913743164872498
KARA1im,0
MG3_c,0
MG2_c,0
CBL_m,0
IDIh,0
PETHCT,0.0053951037557402
DHFOR,0
THFOR1,0
THFOR2,0
FOLR2_1,0
GGPS_h,0.00073503847443043
GUAD,0
LDHm,0
MI3PS,0
DVPCHLDR,2.42641547174571e-05
PCHLDOR_h,0
PDXPP,0
PYDXNK,0
SDH_m,-0.0081088696513234
PYDXS,0
UDPGD,0
MTMOHT,0
PGLYCPh,0
IPPSh,0.00506175748871068
PPNCL_m,0
METS_1,0.0221811051253553
MTHFR2_1,0
MTHFR3_1,0.0221811051253791
GND,0
PGDHh,0
EAR40x_1,0.10737061757955
OCBTm,0.00408766298585306
UPPDC1_1,9.71973707400944e-05
DVCHLDR,0
DVPCHLDOR_h,0
FBP_h,1.24423458037152
FBA_h,-1.24423458037154
ORNTArm,0
GRTT,0
DMATT,0
FPPS_h,0.00073503847443043
GPPS_h,0.00073503847443043
IDS1,0.00220511542329129
IDS2,0.00073503847443043
HMGLm,0
FACOAL1831,0.0221743671457442
MCOATA_1,0.780865850140458
MMSAD1m,0
NITR,0.121996588180955
GGDR,0
CHORM,0.00389188860231116
FCLT_h,0
HYPOE,0
PYDAMK,0
PRUK_1,3.60845895546329
TALA_h,0
SELCYSLY2,0
SELTOR_c,0
SPMS,0
SUCOASm,0
EAR120x_1,0.10737061757955
EAR60x_1,0.10737061757955
EAR160x_1,0.101464406353789
RPEh,-2.39987050879631
TKT1h,-1.20858844666691
TKL2_h,1.21316785480633
P5CR,0
DAPEP_h,0.000624429394292747
DPHS,0.00457940813939698
ACACT10m,0
OIVD3m,0
OIVD2m,0
IMPDH_h,0.00506175748871068
DHQS_1,0.00457940813939698
SERPT,0
KARI,0.00290063691284104
KARI_23dhmp,0.00290063691286985
MCCCrm,0
MGCHrm,0
OIVD1m,0
3OAS181_1,0
3OAS120_h,0.10737061757955
3OAS100_h,0.10737061757955
3OAS60_h,0.10737061757955
3OAS140_h,0.10737061757955
3OAS80_h,0.10737061757955
3OAS180_h,0.0351777383093967
3OAS160_h,0.101464406353789
CHRS,0.00457940813939698
ADCS,0
CMS_h,0.00294015389772539
FUMAC,0
HGNTOR,0
ASADH,0.00804498029247999
ASPK_1,0.00804498029247999
AIRCr,0.000814418143136209
PRASCSi,0.00081441814313199
MTRI,0
MTRK,0
MTAN_m,0
AGK_h,0.00693881083120347
3OAS40_h,0.10737061757955
PDHam2hi,0.893615831522741
PDHam2mi,0
PDHe2r,0
ARGSS,0.00408766298588496
ASPCT,0.00810886965136023
DHORTS,-0.0081088696513234
NCPA_c,0
CAS,0
DADK,0
ADSS,0.000766538245501121
GLCNACPT_c,0
TMTD,0
DXRI,0.00294015389772539
PRAIS,0.00081441814313199
PRFGS,0.00081441814313199
LCYG,0.000367519237215674
G1SAT_h,-0.000777578965880821
G5SD,0
GTHS_h,0
HISTD,0.000673174000879082
FACOAL1832,0.00013277620297081
MPML_h,9.71973707400944e-05
MPMT_h,-9.7197370791946e-05
NOR,0.000367519237215674
CYEUOLCYCI,0
OBFOOLOR,0
CMK,0.00294015389772172
PPNDH,0.00257428273956974
PDS1,0.000367519237215674
PSY_h,0.000367519237215215
PPBNGD,9.7197370791946e-05
PPBNGS_h,0.000388789482960378
CPPPGO_1,9.71973707400944e-05
PPPGO_1,9.71973707400944e-05
PRAGSr,0.00081441814313199
IG3PS,0.000673174000879082
PRMICI,0.000673174000879082
PSP_m,0
PSPPS,0
FBA3hi,1.20858844666693
SBP_1,1.20858844666693
AKGDbm,0
AKGDam,0
PSCIT,0.00457940813942059
SS,0
DAPAT_h,0.000624429394292747
DHPR_h,0.000624429394265172
GLUTRS,0
GLUTRR_1,0.000777578965920755
TMTG,0
PDS2,0.000367519237215674
ZDS,0.000367519237215674
FMETTRS,0
FORAMD,0
HEMEASM_m,0
MERGTROLR,0
PPM,-0.0102839813324636
PPMh,0
BETALDHx,0
SSALxm,0
ARGTRS,0
CYSTRS,0
GLYTLm,0
HISTRS,0
ILETRS,0
LEUTRS,0
LYSTRSm,0
METTRS,0
PHETRSm,0
PROTRS,0
THRTRS,0
THRTRSm,0
TRPTRS,0
TYRTRS,0
VALTRS,0
VALTLh,0
NADK_h,0
GALm,0
G3P_pi_thr,0
FUMm,0
GLYTA_1,0
BCTA_val_h,-0.00407567416004895
