ID,time0sec
ATPS4m,0.381734058761708
IDP_h,0.0558617781980338
PPAm,0
THD1m,0
ADK1,0.158630897533934
GLTS_h,0.422863280994864
GALh,0.453192637111248
FACOAL181,0.0196328146290252
ACS,0.0578620786108667
CTPS1,0.000607122385103903
ASPTA,0
ASPATh,-0.0230482301743677
OAAAKGtm,0.00922156934416307
ASPTAm,0
FACOAL160,0.00709187703034745
SERDC_m,0.00927342934914799
SAL_m,-0.0248438465866911
ALATA_L,-0.162323112374452
GLYK,0.0150133814721175
MDHm,0.00422577240442479
AKGMALtm,0.00422577240442479
MALOAAtm,0
ME1m,0
PGI,-0.0106077028603977
PGI_h,-0.0394756551787623
AMPDA,0
FACOAL180_1,0.00116601019752623
TRDR,0.000271706982502044
FTHFD,0
FTHFLi,0
ASNS1,0
ACITL,0
AKGCITtm,0
CITtam,0
OAACITtm,0
CSm,0.0134473417485253
G3PD1,0.0360220509976443
TPIh,-2.49298270437487
RNDR2,6.62534665506841e-05
PGMT,0
PGM_h,-0.0394756551787623
PCm,0
AKGICITtm,0
CITtcm,0
MALICITtm,0
OAAICITtm,0
METAT,0.015827119473017
GHMT2rm,-0.00452138883235875
PEPC_m,0
PYK,0
AGPOP,0
PYK3,0
PEPC_h,0.0322697995185295
PPDK_h,0
PYKm,0.493538397120812
PPCKm,0
SAT,0
RNDR1,6.96000247003378e-05
r0280,0
DHFR2i,0
DHFR,6.96000247003378e-05
AGTim,0
MALSp,0
FACOAL1821,0.000228235504086315
PDHe3hr,0.666161700320458
GCC2cm,0
PYDXK,0
PYDXPP,0
PRPPS,0
GMPS,0.000537522360403553
GMPS2,0
IMPD,0.000537522360403553
PDHam1hi,0.666161700320477
PDHam1mi,0
THRD_Lm,0
ALCD2y,0
THRA_m,0
SUAT_h,0.00675842338040018
RNDR3,0.000135853491251022
DOLPMT,0.0510120001618866
TMDS,6.96000247444317e-05
DTMPK,6.96000247003378e-05
URIDK2r,0
CCP2_m,0
CYSS_1,0
AHCi,0.0158271194729878
GAPD,0.190060805373037
GAPDH_nadp_hi,6.16258454681758
PGKh,-6.16258454681758
GAPDHm,-0.439660589182608
ENO_h,-0.259676164845246
ENOm,0.493538397120801
G6PDH2r,0
DMORh,0.00681165976357466
KARA1im,0
MG3_c,0.0127530000404716
MG2_c,0.0127530000404716
CBL_m,0
IDIh,0
PETHCT,0.00402187535689135
DHFOR,0
THFOR1,0
THFOR2,0
FOLR2_1,0
GGPS_h,0.000547947409451288
GUAD,0
LDHm,0
MI3PS,0
DVPCHLDR,1.80881424967083e-05
PCHLDOR_h,0
PDXPP,0
PYDXNK,0
SDH_m,-0.00604490006116976
PYDXS,0
UDPGD,0
MTMOHT,0
PGLYCPh,0
IPPSh,0.00377337649618801
PPNCL_m,0
METS_1,0.01653529647092
MTHFR2_1,0
MTHFR3_1,0.0165352964708904
GND,0
PGDHh,0
EAR40x_1,0.0800413227341445
OCBTm,0.00304722054931972
UPPDC1_1,7.24574962470921e-05
DVCHLDR,0
DVPCHLDOR_h,0
FBP_h,1.2499250546064
FBA_h,-1.24992505460636
ORNTArm,0.147808952465766
GRTT,0
DMATT,0
FPPS_h,0.000547947409451288
GPPS_h,0.000547947409451288
IDS1,0.00164384222835386
IDS2,0.000547947409451288
HMGLm,0
FACOAL1831,0.0166504665726235
MCOATA_1,0.582110235855339
MMSAD1m,0
NITR,0.116450510852913
GGDR,0
CHORM,0.00290127707830834
FCLT_h,0
HYPOE,0
PYDAMK,0
PRUK_1,3.58269944629656
TALA_h,0
SELCYSLY2,0
SELTOR_c,0
SPMS,0
SUCOASm,0
EAR120x_1,0.0800413227341445
EAR60x_1,0.0800413227341445
EAR160x_1,0.0756384332890236
RPEh,-2.37566384752574
TKT1h,-1.20703559877086
TKL2_h,1.2104493994276
P5CR,0
DAPEP_h,0.000465491917566396
DPHS,0.00341380065682564
ACACT10m,0
OIVD3m,0
OIVD2m,0
IMPDH_h,0.00377337649618801
DHQS_1,0.00341380065682564
SERPT,0
KARI,0.00216233100366026
KARI_23dhmp,0.00216233100368987
MCCCrm,0
MGCHrm,0
OIVD1m,0
3OAS181_1,0
3OAS120_h,0.0800413227341445
3OAS100_h,0.0800413227341445
3OAS60_h,0.0800413227341445
3OAS140_h,0.0800413227341445
3OAS80_h,0.0800413227341445
3OAS180_h,0.0262238661614626
3OAS160_h,0.0756384332890236
CHRS,0.00341380065682564
ADCS,0
CMS_h,0.00219178963777722
FUMAC,0
HGNTOR,0
ASADH,0.00599727261048063
ASPK_1,0.00599727261048063
AIRCr,0.000607122385076764
PRASCSi,0.000607122385104069
MTRI,0
MTRK,0
MTAN_m,0
AGK_h,0.152981611519482
3OAS40_h,0.0800413227341445
PDHam2hi,0.666161700320477
PDHam2mi,0
PDHe2r,0
ARGSS,0.00304722054932048
ASPCT,0.0060449000611621
DHORTS,-0.00604490006116976
NCPA_c,0
CAS,0
DADK,0
ADSS,0.00057142946999245
GLCNACPT_c,0.0127530000404716
TMTD,0
DXRI,0.00219178963777722
PRAIS,0.000607122385104069
PRFGS,0.000607122385104069
LCYG,0.00027397370467952
G1SAT_h,-0.000579659969957902
G5SD,0
GTHS_h,0
HISTD,0.000501829445291934
FACOAL1832,0.000223532108818877
MPML_h,7.24574962470921e-05
MPMT_h,-7.24574962305269e-05
NOR,0.00027397370467952
CYEUOLCYCI,0
OBFOOLOR,0
CMK,0.00219178963780515
PPNDH,0.00191904452271758
PDS1,0.00027397370467952
PSY_h,0.000273973704725644
PPBNGD,7.24574962305269e-05
PPBNGS_h,0.000289829984988368
CPPPGO_1,7.24574962470921e-05
PPPGO_1,7.24574962470921e-05
PRAGSr,0.000607122385104069
IG3PS,0.000501829445291934
PRMICI,0.000501829445291934
PSP_m,0
PSPPS,0
FBA3hi,1.20703559877083
SBP_1,1.20703559877083
AKGDbm,0
AKGDam,0
PSCIT,0.00341380065685826
SS,0
DAPAT_h,0.000465491917566396
DHPR_h,0.000465491917600597
GLUTRS,0
GLUTRR_1,0.000579659969976736
TMTG,0
PDS2,0.00027397370467952
ZDS,0.00027397370467952
FMETTRS,0
FORAMD,0
HEMEASM_m,0
MERGTROLR,0
PPM,-0.00766637547008031
PPMh,0
BETALDHx,0
SSALxm,0
ARGTRS,0
CYSTRS,0
GLYTLm,0
HISTRS,0
ILETRS,0
LEUTRS,0
LYSTRSm,0
METTRS,0
PHETRSm,0
PROTRS,0
THRTRS,0
THRTRSm,0
TRPTRS,0
TYRTRS,0
VALTRS,0
VALTLh,0
NADK_h,0
GALm,0
G3P_pi_thr,0
FUMm,0
GLYTA_1,0
BCTA_val_h,-0.00303828326741495
PGM,-0.190060805373037
PGMm,-0.439660589182608
PDX5POi,0
PYDXNO,0
PYAM5PO,0
PYDXO_1,0
