ID,time0sec
ATPS4m,0.44361832026209
IDP_h,0.0513895883102161
PPAm,0
THD1m,0
ADK1,0.158571167783685
GLTS_h,0.477738620414434
GALh,0.511632179745927
FACOAL181,0.0190958826167993
ACS,0.062686352084756
CTPS1,0.000568035555184492
ASPTA,0
ASPATh,-0.025868328082197
OAAAKGtm,0.0100687483277397
ASPTAm,0
FACOAL160,0.00574751450734393
SERDC_m,0.00848562076980532
SAL_m,-0.0237920989284248
ALATA_L,-0.187792938485131
GLYK,0.0133660145516884
MDHm,0.00470028876372908
AKGMALtm,0.00470028876372908
MALOAAtm,0
ME1m,0
PGI,-0.0108649974519039
PGI_h,-0.0361044744008723
AMPDA,0
FACOAL180_1,0.00108036241160696
TRDR,0.000254214362332986
FTHFD,0
FTHFLi,0
ASNS1,0
ACITL,0
AKGCITtm,0
CITtam,0
OAACITtm,0
CSm,0.0147690370915201
G3PD1,0.0317563826474725
TPIh,-2.46692770047298
RNDR2,6.19880375534566e-05
PGMT,0
PGM_h,-0.0361044744008723
PCm,0
AKGICITtm,0
CITtcm,0
MALICITtm,0
OAAICITtm,0
METAT,0.0140945621745318
GHMT2rm,-0.00355272506067195
PEPC_m,0
PYK,0
AGPOP,0
PYK3,0
PEPC_h,0.0359370764099913
PPDK_h,0
PYKm,0.500752590896706
PPCKm,0
SAT,0
RNDR1,6.51191436130364e-05
r0280,0
DHFR2i,0
DHFR,6.51191436130364e-05
AGTim,0
MALSp,0
FACOAL1821,0.000216179611532035
PDHe3hr,0.607849445433658
GCC2cm,0
PYDXK,0
PYDXPP,0
PRPPS,0
GMPS,0.000502916411571463
GMPS2,0
IMPD,0.000502916411571463
PDHam1hi,0.607849445433652
PDHam1mi,0
THRD_Lm,0
ALCD2y,0
THRA_m,0
SUAT_h,0.00637577711347128
RNDR3,0.000127107181166493
DOLPMT,0.0585503550464153
TMDS,6.5119143641823e-05
DTMPK,6.51191436130364e-05
URIDK2r,0
CCP2_m,0
CYSS_1,0
AHCi,0.0140945621744777
GAPD,0.200465067864798
GAPDH_nadp_hi,6.10558800754939
PGKh,-6.10558800754939
GAPDHm,-0.496217652642599
ENO_h,-0.20086091032033
ENOm,0.500752590896695
G6PDH2r,0
DMORh,0.00780631168457994
KARA1im,0
MG3_c,0.0146375887616038
MG2_c,0.0146375887616038
CBL_m,0
IDIh,0
PETHCT,0.00381113797603428
DHFOR,0
THFOR1,0
THFOR2,0
FOLR2_1,0
GGPS_h,0.000513356052901944
GUAD,0
LDHm,0
MI3PS,0
DVPCHLDR,1.69236194551559e-05
PCHLDOR_h,0
PDXPP,0
PYDXNK,0
SDH_m,-0.00670421584300129
PYDXS,0
UDPGD,0
MTMOHT,0
PGLYCPh,0
IPPSh,0.00432433999761954
PPNCL_m,0
METS_1,0.0149061279165608
MTHFR2_1,0
MTHFR3_1,0.0149061279165088
GND,0
PGDHh,0
EAR40x_1,0.0727518551237822
