mgdg1819Z1619Z_h,0,0,0.002,0.002,0.005,0.005,0.00033,0.000229,0.00167,0.00246,0.00465,0.00499
mgdg1819Z1627Z10Z_h,0.003,0.001,0.004,0.003,0.006,0.007,0.0025,0.00115,0.00344,0.00326,0.00642,0.00735
mgdg1819Z1637Z10Z13Z_h,0.003,0.001,0.004,0.003,0.006,0.007,0.0025,0.00115,0.00344,0.00326,0.00642,0.00735
mgdg1829Z12Z160_h,0.001,0,0.003,0.004,0.008,0.009,0.00079,0.000452,0.00308,0.00436,0.00809,0.00879
mgdg1829Z12Z1617Z_h,0,0,0.003,0.004,0.008,0.008,0.000444,0.000305,0.0027,0.00405,0.00778,0.00836
mgdg1829Z12Z1619Z_h,0,0,0.003,0.004,0.008,0.008,0.000444,0.000305,0.0027,0.00405,0.00778,0.00836
mgdg1829Z12Z1627Z10Z_h,0.007,0.006,0.012,0.009,0.016,0.017,0.00664,0.00563,0.0118,0.00897,0.0161,0.0167
mgdg1829Z12Z1634Z7Z10Z_h,0.003,0.001,0.005,0.005,0.01,0.011,0.00261,0.00123,0.00446,0.00486,0.00955,0.0107
mgdg1829Z12Z1637Z10Z13Z_h,0.003,0.001,0.005,0.005,0.01,0.011,0.00261,0.00123,0.00446,0.00486,0.00955,0.0107
mgdg1829Z12Z1644Z7Z10Z13Z_h,0,0,0,0,0,0,0.0032425377,0.0032425377,0.0032425377,0.0032425377,0.0032425377,0.0032425377
mgdg1839Z12Z15Z160_h,0.002,0.001,0.003,0.002,0.004,0.005,0.0024,0.00137,0.00318,0.00224,0.00406,0.00474
mgdg1839Z12Z15Z1627Z10Z_h,0.008,0.007,0.012,0.007,0.012,0.013,0.00824,0.00656,0.0119,0.00685,0.0121,0.0127
mgdg1839Z12Z15Z1634Z7Z10Z_h,0.004,0.002,0.005,0.003,0.006,0.007,0.00422,0.00215,0.00456,0.00274,0.00553,0.00666
mgdg1839Z12Z15Z1637Z10Z13Z_h,0.004,0.002,0.005,0.003,0.006,0.007,0.00422,0.00215,0.00456,0.00274,0.00553,0.00666
mgdg1839Z12Z15Z1644Z7Z10Z13Z_h,0,0,0,0,0,0,0.0284491345,0.0284491345,0.0284491345,0.0284491345,0.0284491345,0.0284491345
neoxan_u,0.0032425,0.0032425,0.0032425,0.0032425,0.0032425,0.0032425,0.00324,0.00324,0.00324,0.00324,0.00324,0.00324
pail18111Z160_c,0,0,0,0,0,0,0.0019194442,0.0019194442,0.0019194442,0.0019194442,0.0019194442,0.0019194442
pail1819Z160_c,0,0,0,0,0,0,0.0002583867,0.0002583867,0.0002583867,0.0002583867,0.0002583867,0.0002583867
pe1801835Z9Z12Z_c,0.003,0.002,0.007,0.007,0.012,0.013,0.00258,0.00209,0.00623,0.00748,0.0115,0.0127
pe1801845Z9Z12Z15Z_c,0,0,0,0,0,0,0.0006533567,0.0006533567,0.0006533567,0.0006533567,0.0006533567,0.0006533567
pe18111Z1835Z9Z12Z_c,0.002,0.001,0.006,0.006,0.012,0.013,0.00225,0.00135,0.00541,0.00606,0.0121,0.0133
pe18111Z1845Z9Z12Z15Z_c,0,0,0,0,0,0,0.0001271752,0.0001271752,0.0001271752,0.0001271752,0.0001271752,0.0001271752
pe1819Z1835Z9Z12Z_c,0.002,0.001,0.006,0.006,0.012,0.013,0.00225,0.00135,0.00541,0.00606,0.0121,0.0133
pe1819Z1845Z9Z12Z15Z_c,0,0,0,0,0,0,3.85E-006,3.85E-006,3.85E-006,3.85E-006,3.85E-006,3.85E-006
pe1829Z12Z1835Z9Z12Z_c,0.009,0.007,0.017,0.013,0.021,0.021,0.00927,0.00716,0.0166,0.0133,0.0206,0.0205
pg18111Z160_h,0.005,0.003,0.011,0.012,0.018,0.021,0.00537,0.00287,0.0102,0.0117,0.0185,0.0208
pg18111Z1613E_h,0,0,0.003,0.005,0.01,0.011,0.000421,0.000285,0.00328,0.00504,0.00984,0.0106
pg1819Z160_h,0.005,0.003,0.011,0.012,0.018,0.021,0.00537,0.00287,0.0102,0.0117,0.0185,0.0208
pg1819Z1613E_h,0,0,0.003,0.005,0.01,0.011,0.000421,0.000285,0.00328,0.00504,0.00984,0.0106
pg1829Z12Z160_h,0.007,0.004,0.011,0.01,0.013,0.015,0.00694,0.0042,0.0107,0.00989,0.0134,0.0149
pg1829Z12Z1613E_h,0.002,0.002,0.004,0.003,0.005,0.005,0.00198,0.00162,0.00382,0.00321,0.00478,0.00463
pg1839Z12Z15Z160_h,0.007,0.004,0.01,0.009,0.013,0.015,0.00724,0.00394,0.00992,0.00865,0.0126,0.0148
pg1839Z12Z15Z1613E_h,0.002,0.001,0.003,0.002,0.004,0.005,0.00229,0.00135,0.00304,0.00196,0.00396,0.00457
phe__L_c,0.161,0.144,0.081,0.072,0.055,0.046,0.159,0.143,0.0775,0.0628,0.0489,0.0421
pi_c,-39.24,-39.24,-39.24,-39.24,-39.24,-39.24,-39.24,-39.24,-39.24,-39.24,-39.24,-39.24
pro__L_c,0.211,0.184,0.105,0.095,0.073,0.063,0.209,0.183,0.1,0.0826,0.0652,0.0573
ser__L_c,4.62E-005,4.62E-005,4.62E-005,4.62E-005,4.62E-005,4.62E-005,0.241,0.209,0.114,0.0952,0.0755,0.0666
sqdg160_h,0.244,0.211,0.119,0.11,0.084,0.073,0.002445364,0.002445364,0.002445364,0.002445364,0.002445364,0.002445364
sqdg18111Z160_h,0.002,0.001,0.005,0.005,0.009,0.01,0.00191,0.00103,0.00439,0.00546,0.00921,0.0102
sqdg1819Z160_h,0.002,0.001,0.005,0.005,0.009,0.01,0.00191,0.00103,0.00439,0.00546,0.00921,0.0102
sqdg1829Z12Z160_h,0.002,0.001,0.004,0.003,0.005,0.005,0.00241,0.00148,0.00376,0.00346,0.0047,0.00519
sqdg1839Z12Z15Z160_h,0.003,0.002,0.004,0.003,0.005,0.006,0.00272,0.00149,0.0037,0.00313,0.00471,0.00553
starch300_h,0.0013066667,0.00152,0.0017466667,0.0022933333,0.0022,0.0019466667,0.0012866667,0.00148,0.0016666667,0.002,0.0019733333,0.0017866667
tag16018111Z160_c,0.001,0,0.002,0.002,0.003,0.004,0.000793,0.000426,0.00164,0.00196,0.00319,0.00357
tag16018111Z180_c,0.00044,0.00024,0.001,0.001,0.003,0.003,0.000431,0.000236,0.00113,0.00147,0.00256,0.00282
tag16018111Z18111Z_c,0.00051,0.00029,0.002,0.002,0.004,0.005,0.000501,0.000283,0.00176,0.00244,0.00447,0.00488
tag16018111Z1819Z_c,0.00051,0.00029,0.002,0.002,0.004,0.005,0.000501,0.000283,0.00176,0.00244,0.00447,0.00488
tag16018111Z1835Z9Z12Z_c,0.003,0.001,0.004,0.003,0.006,0.007,0.00255,0.00148,0.00389,0.00318,0.0061,0.00693
tag16018111Z1845Z9Z12Z15Z_c,0,0,0,0,0,0,0.0012975027,0.0012975027,0.0012975027,0.0012975027,0.0012975027,0.0012975027
tag1601819Z160_c,0.001,0,0.002,0.002,0.003,0.004,0.000793,0.000426,0.00164,0.00196,0.00319,0.00357
tag1601819Z180_c,0.00044,0.00024,0.001,0.001,0.003,0.003,0.000431,0.000236,0.00113,0.00147,0.00256,0.00282
tag1601819Z18111Z_c,0.001,0,0.002,0.002,0.004,0.005,0.000501,0.000283,0.00176,0.00244,0.00447,0.00488
tag1601819Z1819Z_c,0.00051,0.00029,0.002,0.002,0.004,0.005,0.000501,0.000283,0.00176,0.00244,0.00447,0.00488
tag1601819Z1835Z9Z12Z_c,0.003,0.001,0.004,0.003,0.006,0.007,0.00255,0.00148,0.00389,0.00318,0.0061,0.00693
tag1601819Z1845Z9Z12Z15Z_c,0,0,0,0,0,0,0.0012975027,0.0012975027,0.0012975027,0.0012975027,0.0012975027,0.0012975027
tag1801819Z160_c,0,0,0.001,0.001,0.003,0.003,0.000431,0.000236,0.00113,0.00147,0.00256,0.00282
tag1801819Z180_c,7.00E-005,5.00E-005,0.001,0.001,0.002,0.002,6.96E-005,4.67E-005,0.000627,0.000975,0.00192,0.00206
tag1801819Z18111Z_c,0.00014,9.00E-005,0.001,0.002,0.004,0.004,0.000139,9.34E-005,0.00125,0.00195,0.00383,0.00412
tag1801819Z1819Z_c,0.00014,9.00E-005,0.001,0.002,0.004,0.004,0.000139,9.34E-005,0.00125,0.00195,0.00383,0.00412
tag1801819Z1835Z9Z12Z_c,0.002,0.001,0.004,0.003,0.005,0.006,0.00218,0.00129,0.00339,0.00269,0.00546,0.00617
tag1801819Z1845Z9Z12Z15Z_c,0,0,0,0,0,0,0.0012562105,0.0012562105,0.0012562105,0.0012562105,0.0012562105,0.0012562105
tag18111Z18111Z160_c,0.001,0,0.002,0.002,0.004,0.005,0.000501,0.000283,0.00176,0.00244,0.00447,0.00488
tag18111Z18111Z180_c,0.00014,9.00E-005,0.001,0.002,0.004,0.004,0.000139,9.34E-005,0.00125,0.00195,0.00383,0.00412
tag18111Z18111Z18111Z_c,0.00021,0.00014,0.002,0.003,0.006,0.006,0.000209,0.00014,0.00188,0.00292,0.00575,0.00618
tag18111Z18111Z1819Z_c,0.00021,0.00014,0.002,0.003,0.006,0.006,0.000209,0.00014,0.00188,0.00292,0.00575,0.00618
tag18111Z18111Z1835Z9Z12Z_c,0.002,0.001,0.004,0.004,0.007,0.008,0.00225,0.00134,0.00402,0.00367,0.00737,0.00823
tag18111Z18111Z1845Z9Z12Z15Z_c,0,0,0,0,0,0,0.0012590961,0.0012590961,0.0012590961,0.0012590961,0.0012590961,0.0012590961
tag18111Z1819Z160_c,0.001,0,0.002,0.002,0.004,0.005,0.000501,0.000283,0.00176,0.00244,0.00447,0.00488
tag18111Z1819Z180_c,0.00014,9.00E-005,0.001,0.002,0.004,0.004,0.000139,9.34E-005,0.00125,0.00195,0.00383,0.00412
tag18111Z1819Z18111Z_c,0.00021,0.00014,0.002,0.003,0.006,0.006,0.000209,0.00014,0.00188,0.00292,0.00575,0.00618
tag18111Z1819Z1819Z_c,0.00021,0.00014,0.002,0.003,0.006,0.006,0.000209,0.00014,0.00188,0.00292,0.00575,0.00618
tag18111Z1819Z1835Z9Z12Z_c,0.002,0.001,0.004,0.004,0.007,0.008,0.00225,0.00134,0.00402,0.00367,0.00737,0.00823
tag18111Z1819Z1845Z9Z12Z15Z_c,0,0,0,0,0,0,0.0012590961,0.0012590961,0.0012590961,0.0012590961,0.0012590961,0.0012590961
tag1819Z18111Z160_c,0.001,0,0.002,0.002,0.004,0.005,0.000501,0.000283,0.00176,0.00244,0.00447,0.00488
tag1819Z18111Z180_c,0.00014,9.00E-005,0.001,0.002,0.004,0.004,0.000139,9.34E-005,0.00125,0.00195,0.00383,0.00412
tag1819Z18111Z18111Z_c,0.00021,0.00014,0.002,0.003,0.006,0.006,0.000209,0.00014,0.00188,0.00292,0.00575,0.00618
tag1819Z18111Z1819Z_c,0.00021,0.00014,0.002,0.003,0.006,0.006,0.000209,0.00014,0.00188,0.00292,0.00575,0.00618
tag1819Z18111Z1835Z9Z12Z_c,0.002,0.001,0.004,0.004,0.007,0.008,0.00225,0.00134,0.00402,0.00367,0.00737,0.00823
tag1819Z18111Z1845Z9Z12Z15Z_c,0,0,0,0,0,0,0.0012590961,0.0012590961,0.0012590961,0.0012590961,0.0012590961,0.0012590961
tag1819Z1819Z160_c,0.001,0,0.002,0.002,0.004,0.005,0.000501,0.000283,0.00176,0.00244,0.00447,0.00488
tag1819Z1819Z180_c,0.00014,9.00E-005,0.001,0.002,0.004,0.004,0.000139,9.34E-005,0.00125,0.00195,0.00383,0.00412
tag1819Z1819Z18111Z_c,0.00021,0.00014,0.002,0.003,0.006,0.006,0.000209,0.00014,0.00188,0.00292,0.00575,0.00618
tag1819Z1819Z1819Z_c,0.00021,0.00014,0.002,0.003,0.006,0.006,0.000209,0.00014,0.00188,0.00292,0.00575,0.00618
tag1819Z1819Z1835Z9Z12Z_c,0.002,0.001,0.004,0.004,0.007,0.008,0.00225,0.00134,0.00402,0.00367,0.00737,0.00823
tag1819Z1819Z1845Z9Z12Z15Z_c,0,0,0,0,0,0,0.0012590961,0.0012590961,0.0012590961,0.0012590961,0.0012590961,0.0012590961
thr__L_c,0.204,0.18,0.102,0.093,0.071,0.061,0.202,0.178,0.0974,0.0808,0.0635,0.0562
trp__L_c,0.013,0.013,0.013,0.013,0.013,0.013,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
ttdca_h,0.001,0.001,0.001,0.001,0.001,0.001,0.00134,0.00134,0.00134,0.00134,0.00134,0.00134
tyr__L_c,0.116,0.1,0.06,0.054,0.041,0.035,0.115,0.0988,0.0569,0.0467,0.0366,0.0318
utp_c,0.048,0.041,0.025,0.022,0.017,0.014,0.00644,0.00563,0.00301,0.00247,0.00195,0.00171
val__L_c,0.27,0.236,0.131,0.118,0.09,0.078,0.267,0.233,0.125,0.103,0.0808,0.0711
vioxan_u,0.00204102,0.00204102,0.00204102,0.00204102,0.00204102,0.00204102,0.00204,0.00204,0.00204,0.00204,0.00204,0.00204
whttdca_h,0.001,0.001,0.001,0.001,0.001,0.001,0.00134,0.00134,0.00134,0.00134,0.00134,0.00134
zaxan_u,0.00030251,0.00030251,0.00030251,0.00030251,0.00030251,0.00030251,0.000303,0.000303,0.000303,0.000303,0.000303,0.000303
pchol1829z12z1835z9z12z_c,0.005,0.003,0.008,0.005,0.009,0.01,0.00488,0.00329,0.00749,0.00538,0.00943,0.0101
pchol1819z1829z12z_c,0.002,0.002,0.005,0.004,0.007,0.007,0.00192,0.00156,0.00449,0.00445,0.00736,0.00744
pchol1819z1819z_c,0,0,0.002,0.003,0.006,0.007,0.000223,0.000149,0.00201,0.00312,0.00614,0.0066
pchol1801819z_c,0,0,0.003,0.004,0.006,0.007,0.000357,0.000433,0.0024,0.00378,0.00617,0.00666
pchol1801829z12z_c,0.002,0.002,0.005,0.005,0.007,0.007,0.00206,0.00185,0.00488,0.0051,0.0074,0.0075
pchol1801835z9z12z_c,0.003,0.002,0.006,0.005,0.008,0.009,0.00331,0.00216,0.0054,0.00471,0.00824,0.00932
pchol18111z1819z_c,0,0,0.002,0.003,0.006,0.007,0.000223,0.000149,0.00201,0.00312,0.00614,0.0066
pchol18111z1829z12z_c,0.002,0.002,0.005,0.004,0.007,0.007,0.00192,0.00156,0.00449,0.00445,0.00736,0.00744
pchol18111z1835z9z12z_c,0.003,0.002,0.005,0.004,0.008,0.009,0.00318,0.00188,0.00501,0.00405,0.0082,0.00926
