ID,time0sec
10FTHF5GLUtl,0
10FTHF5GLUtm,0
10FTHF6GLUtl,0
10FTHF6GLUtm,0
10FTHF7GLUtl,0
10FTHF7GLUtm,0
10FTHFtl,0
10FTHFtm,0
11DOCRTSLtm,0
11DOCRTSLtr,0
11DOCRTSTRNtm,0
11DOCRTSTRNtr,0
13DAMPPOX,0
1MNCAMti,0
1PPDCRp,0
1a25DHVITD3TRn,0
1a_24_25VITD2Hm,0
1a_24_25VITD3Hm,0
1a_25VITD2Hm,0
1a_25VITD3Hm,0
24NPHte,0
24_25DHVITD2t,0
24_25DHVITD2tm,0
24_25DHVITD3t,0
24_25DHVITD3tm,0
24_25VITD2Hm,0
24_25VITD3Hm,0
25HVITD2t,0
25HVITD2tm,0
25HVITD3c,0
25HVITD3t,0
25HVITD3tm,0
25VITD2Hm,0
25VITD3Hm,0
2AMACHYD,0
2AMACSULT,0
2AMADPTm,0
2AOBUTtm,0
2DR1PP,0
2HBO,0
2HBt2,0
2HCO3_NAt,0
2MB2COAc,0
2MCITt,0
2OXOADOXm,0.00757496265811696
2OXOADPTm,0.00322081746992353
34DHOXPEGOX,0
34DHOXPEGt,0
34DHPHAMT,0
34DHPHELAT1tc,0
34DHPHEt,0
34DHALDD,0
34DHPLACOX_NADP,0
34DHXMANDACOX,0
34DHXMANDACOX_NADP,0
34HPLFM,0
34HPPOR,0.00787114959521115
34HPPte,0
35CGMPtn,0
3AIBTm,0
3AIB_Dtm,0
3AIBt,0
3AIBtm,0
3DPHBH1,0
3DPHBH2,0
3DSPHR,0.00110270265174139
3HAO,0.00322081746997338
3HBCDm,0
3HBCOAHLm,0.012087912
3HBCOARc,0
3HCO3_NAt,-0.0118333994231534
3HKYNAKGAT,0
3HKYNAKGATm,0
3HLYTCL,0
3HXKYNDCL,0
3HXKYNOXDA,0
3M4HDXPAC,0
3MLDAt,0
3MOBt2im,0
3MOBte,0
3MOPt2im,0
3MOPt,0
3MOX4HOXPGALDOX,0
3MOX4HOXPGALDOX_NADP,0
3MOXTYROX,0
3NTD7l,0
3SALAASPm,-0.0111227824702382
3SALACBOXL_cho,0
3SALAOX,0
3SALATAi,0
3SALATAim,0.0111227824702603
3SPYRSP,0
3SPYRSPm,0.0111227824702603
41R1H2MAE12BOOX,0
41R2A1H12BOOX,0
42A12BOOX,0
4ABUTtcn,0
4ABUTtm,0
4HBZCOAFm,0
4HBZFm,0
4HDEBRISOQUINEte,0
4HGLSDm,0
4HALDD,0
4HOXPACDOX_NADP,0
4HPROLTASCT1,0
4HPRO_LTte,0
4MOPt2im,0
4MOPte,0
4MPTNLte,0
4MPTNLtm,0
4MPTNLtr,0
4MTOLBUTAMIDEte,0
4NPHSFte,0
4NPHSULT,0
4NPHte,0
4OHPROIMINOtc,0
4PYRDX,0
5ADTSTSTERONEGLCte,0
5ADTSTSTERONEGLCtr,0
5ADTSTSTERONESULT,0
5ADTSTSTERONESte,0
5ADTSTSTERONEte,0
5ADTSTSTERONEtr,0
5AOPtm,0
5DHFtl,0
5FTHFt2,0
5HLTDL,0
5HOMEPRAZOLEte,0
5HOXINDACTO2OX,0
5HOXINDACTOX,0
5HOXINDACTOXm,0
5HOXINOXDA,0
5HTRPDOX,0
5HTRPVESSEC,0
5HXKYNDCL,0
5HXKYNOXDA,0
5MTAte,0
5MTHFt,0
5MTHFt2,0
5OXPROt,0
5THFtl,0
5THFtm,0
6DHFtl,0
6DHFtm,0
6HTSTSTERONEte,0
6HTSTSTERONEtr,0
6THFtl,0
6THFtm,0
7DHCHSTEROLtr,0
7DHFtl,0
7DHFtm,0
7THFtl,0
7THFtm,0
