ID,time0sec
ATPS4m,0.27174215922355
IDP_h,0.0419738684746701
PPAm,0
THD1m,0
ADK1,0.199335169258499
GLTS_h,0.00453491392129451
GALh,0.00495366253648675
FACOAL181,0
ACS,0.0429550713564275
CTPS1,0.00049603895417075
ASPTA,0
ASPATh,-0.00510401762039692
OAAAKGtm,0
ASPTAm,-0.0157649442575121
FACOAL160,0.0108614593002109
SERDC_m,0.0158439171135324
SAL_m,-0.209144030352377
ALATA_L,-0.0347429958219436
GLYK,0.00136622328743592
MDHm,0.00333374477258985
AKGMALtm,0.00333374477258985
MALOAAtm,0
ME1m,0
PGI,0.564862317875622
PGI_h,-0.0283317773404406
AMPDA,0
FACOAL180_1,0.0361416988402884
TRDR,0.000221993545058587
FTHFD,0.347706368321101
FTHFLi,0
ASNS1,0
ACITL,0
AKGCITtm,0
CITtam,0
OAACITtm,0
CSm,0.0107897155215239
G3PD1,0.0418337804745761
TPIh,-0.576176285894917
RNDR2,5.41312638994335e-05
PGMT,0
PGM_h,-0.0283317773404406
PCm,0
AKGICITtm,0
CITtcm,0
MALICITtm,0
OAAICITtm,0
METAT,0.0268229596913903
GHMT2rm,-0.185975569771472
PEPC_m,0.0232209150065052
PYK,0
AGPOP,0
PYK3,0
PEPC_h,0.00433438986950619
PPDK_h,0
PYKm,0.91549268455172
PPCKm,0
SAT,0
RNDR1,5.68655086298601e-05
r0280,0
DHFR2i,5.68655086298601e-05
DHFR,0
AGTim,0
MALSp,0
FACOAL1821,0.000182112771693148
PDHe3hr,1.13254894064505
GCC2cm,0
PYDXK,0
PYDXPP,0
PRPPS,0
GMPS,0.000439173445540885
GMPS2,0
IMPD,0.000439173445540885
PDHam1hi,1.13254894064503
PDHam1mi,0
THRD_Lm,0.00169426941736953
ALCD2y,0
THRA_m,0
SUAT_h,0
RNDR3,0.000110996772529294
DOLPMT,0
TMDS,5.68655086681247e-05
DTMPK,5.68655086298601e-05
URIDK2r,0
CCP2_m,0
CYSS_1,0
AHCi,0.0268229596913443
GAPD,0.296114380943209
GAPDH_nadp_hi,1.36741205219664
PGKh,-1.36741205219664
GAPDHm,-0.19633169042902
ENO_h,-0.45447066872066
ENOm,0.938713599558241
G6PDH2r,0
DMORh,0
KARA1im,0.00533742542145713
MG3_c,0
MG2_c,0
CBL_m,0
IDIh,0
PETHCT,0.00692878076641369
DHFOR,0
THFOR1,0
THFOR2,0
FOLR2_1,0
GGPS_h,0.000635470090394843
GUAD,0
LDHm,0
MI3PS,0
DVPCHLDR,1.47786078059653e-05
PCHLDOR_h,0
PDXPP,0
PYDXNK,0
SDH_m,-0.00704364951639036
PYDXS,0
UDPGD,0
MTMOHT,0
PGLYCPh,0
IPPSh,0.00295673158003174
PPNCL_m,0
METS_1,0.0273778548208838
MTHFR2_1,0.0273778548208344
MTHFR3_1,0
GND,0
PGDHh,0
EAR40x_1,0.136422251570375
OCBTm,0.00238762788092117
UPPDC1_1,7.75506500342927e-05
DVCHLDR,0
DVPCHLDOR_h,0
FBP_h,0.28268315786019
FBA_h,-0.28268315786022
ORNTArm,0
GRTT,0
DMATT,0
FPPS_h,0.000635470090394843
GPPS_h,0.000635470090394843
IDS1,0.00190641027118453
